,지역명,전용면적,연도,월,평당분양가격
4514,인천,102m²~,2020,3,16407.6
4515,경기,모든면적,2020,3,14770.8
4516,경기,60m²,2020,3,16146.9
4517,경기,60m²~85m²,2020,3,14440.8
4518,경기,85m²~102m²,2020,3,17975.1
4519,경기,102m²~,2020,3,16978.5
4520,부산,모든면적,2020,3,13035.0
4521,부산,60m²,2020,3,12503.699999999999
4522,부산,60m²~85m²,2020,3,13084.5
4523,부산,85m²~102m²,2020,3,14523.3
4524,부산,102m²~,2020,3,14262.599999999999
4525,대구,모든면적,2020,3,14843.4
4526,대구,60m²,2020,3,14160.3
4527,대구,60m²~85m²,2020,3,14840.099999999999
4528,대구,85m²~102m²,2020,3,13398.0
4529,대구,102m²~,2020,3,16886.1
4530,광주,모든면적,2020,3,12681.9
4531,광주,60m²,2020,3,12955.8
4532,광주,60m²~85m²,2020,3,12741.3
4533,광주,85m²~102m²,2020,3,
4534,광주,102m²~,2020,3,14223.0
4535,대전,모든면적,2020,3,11226.599999999999
4536,대전,60m²,2020,3,11662.199999999999
4537,대전,60m²~85m²,2020,3,11203.5
4538,대전,85m²~102m²,2020,3,
4539,대전,102m²~,2020,3,
4540,울산,모든면적,2020,3,10371.9
4541,울산,60m²,2020,3,11216.699999999999
4542,울산,60m²~85m²,2020,3,10276.199999999999
4543,울산,85m²~102m²,2020,3,
4544,울산,102m²~,2020,3,
4545,세종,모든면적,2020,3,11411.4
4546,세종,60m²,2020,3,
4547,세종,60m²~85m²,2020,3,11203.5
4548,세종,85m²~102m²,2020,3,11583.0
4549,세종,102m²~,2020,3,12972.3
4550,강원,모든면적,2020,3,8144.4
4551,강원,60m²,2020,3,8306.1
4552,강원,60m²~85m²,2020,3,8045.4
4553,강원,85m²~102m²,2020,3,
4554,강원,102m²~,2020,3,12889.8
4555,충북,모든면적,2020,3,7920.0
4556,충북,60m²,2020,3,7986.0
4557,충북,60m²~85m²,2020,3,7887.0
4558,충북,85m²~102m²,2020,3,8692.199999999999
4559,충북,102m²~,2020,3,9094.8
4560,충남,모든면적,2020,3,8606.4
4561,충남,60m²,2020,3,7887.0
4562,충남,60m²~85m²,2020,3,8682.3
4563,충남,85m²~102m²,2020,3,10563.3
4564,충남,102m²~,2020,3,9355.5
4565,전북,모든면적,2020,3,8144.4
4566,전북,60m²,2020,3,8335.8
4567,전북,60m²~85m²,2020,3,8111.4
4568,전북,85m²~102m²,2020,3,9121.199999999999
4569,전북,102m²~,2020,3,8801.1
4570,전남,모든면적,2020,3,8500.8
4571,전남,60m²,2020,3,8873.699999999999
4572,전남,60m²~85m²,2020,3,8477.699999999999
4573,전남,85m²~102m²,2020,3,9916.5
4574,전남,102m²~,2020,3,12183.599999999999
4575,경북,모든면적,2020,3,8431.5
4576,경북,60m²,2020,3,8507.4
4577,경북,60m²~85m²,2020,3,8411.699999999999
4578,경북,85m²~102m²,2020,3,
4579,경북,102m²~,2020,3,9094.8
4580,경남,모든면적,2020,3,9794.4
4581,경남,60m²,2020,3,9174.0
4582,경남,60m²~85m²,2020,3,9804.3
4583,경남,85m²~102m²,2020,3,10715.099999999999
4584,경남,102m²~,2020,3,
4585,제주,모든면적,2020,3,13051.5
4586,제주,60m²,2020,3,13328.699999999999
4587,제주,60m²~85m²,2020,3,13074.599999999999
4588,제주,85m²~102m²,2020,3,
4589,제주,102m²~,2020,3,11883.3
4590,서울,모든면적,2020,4,26367.0
4591,서울,60m²,2020,4,27769.5
4592,서울,60m²~85m²,2020,4,26733.3
4593,서울,85m²~102m²,2020,4,45655.5
4594,서울,102m²~,2020,4,30993.6
4595,인천,모든면적,2020,4,14067.9
4596,인천,60m²,2020,4,13404.599999999999
4597,인천,60m²~85m²,2020,4,14176.8
4598,인천,85m²~102m²,2020,4,12988.8
4599,인천,102m²~,2020,4,16407.6
4600,경기,모든면적,2020,4,15057.9
4601,경기,60m²,2020,4,16183.199999999999
4602,경기,60m²~85m²,2020,4,14751.0
4603,경기,85m²~102m²,2020,4,18958.5
4604,경기,102m²~,2020,4,17094.0
4605,부산,모든면적,2020,4,12896.4
4606,부산,60m²,2020,4,12586.199999999999
4607,부산,60m²~85m²,2020,4,12939.3
4608,부산,85m²~102m²,2020,4,14523.3
4609,부산,102m²~,2020,4,14262.599999999999
4610,대구,모든면적,2020,4,15100.8
4611,대구,60m²,2020,4,14553.0
4612,대구,60m²~85m²,2020,4,15097.5
4613,대구,85m²~102m²,2020,4,13398.0
4614,대구,102m²~,2020,4,16869.6
4615,광주,모든면적,2020,4,12685.199999999999
4616,광주,60m²,2020,4,12949.199999999999
4617,광주,60m²~85m²,2020,4,12747.9
4618,광주,85m²~102m²,2020,4,
4619,광주,102m²~,2020,4,14223.0
4620,대전,모든면적,2020,4,11074.8
4621,대전,60m²,2020,4,11137.5
4622,대전,60m²~85m²,2020,4,11097.9
4623,대전,85m²~102m²,2020,4,
4624,대전,102m²~,2020,4,
4625,울산,모든면적,2020,4,10371.9
4626,울산,60m²,2020,4,11216.699999999999
4627,울산,60m²~85m²,2020,4,10276.199999999999
4628,울산,85m²~102m²,2020,4,
4629,울산,102m²~,2020,4,
4630,세종,모든면적,2020,4,
4631,세종,60m²,2020,4,
4632,세종,60m²~85m²,2020,4,
4633,세종,85m²~102m²,2020,4,
4634,세종,102m²~,2020,4,
4635,강원,모든면적,2020,4,8708.699999999999
4636,강원,60m²,2020,4,8688.9
4637,강원,60m²~85m²,2020,4,8553.6
4638,강원,85m²~102m²,2020,4,
4639,강원,102m²~,2020,4,13886.4
4640,충북,모든면적,2020,4,7920.0
4641,충북,60m²,2020,4,7986.0
4642,충북,60m²~85m²,2020,4,7887.0
4643,충북,85m²~102m²,2020,4,8692.199999999999
4644,충북,102m²~,2020,4,9094.8
4645,충남,모든면적,2020,4,8708.699999999999
4646,충남,60m²,2020,4,8250.0
4647,충남,60m²~85m²,2020,4,8814.3
4648,충남,85m²~102m²,2020,4,10563.3
4649,충남,102m²~,2020,4,9355.5
4650,전북,모든면적,2020,4,8259.9
4651,전북,60m²,2020,4,8655.9
4652,전북,60m²~85m²,2020,4,8279.699999999999
4653,전북,85m²~102m²,2020,4,9936.3
4654,전북,102m²~,2020,4,9174.0
4655,전남,모든면적,2020,4,8550.3
4656,전남,60m²,2020,4,8873.699999999999
4657,전남,60m²~85m²,2020,4,8530.5
4658,전남,85m²~102m²,2020,4,9916.5
4659,전남,102m²~,2020,4,11985.599999999999
4660,경북,모든면적,2020,4,8807.699999999999
4661,경북,60m²,2020,4,8946.3
4662,경북,60m²~85m²,2020,4,8784.6
4663,경북,85m²~102m²,2020,4,
4664,경북,102m²~,2020,4,9094.8
4665,경남,모든면적,2020,4,10404.9
4666,경남,60m²,2020,4,9428.1
4667,경남,60m²~85m²,2020,4,10424.699999999999
4668,경남,85m²~102m²,2020,4,10711.8
4669,경남,102m²~,2020,4,
4670,제주,모든면적,2020,4,13480.5
4671,제주,60m²,2020,4,13328.699999999999
4672,제주,60m²~85m²,2020,4,13500.3
4673,제주,85m²~102m²,2020,4,
4674,제주,102m²~,2020,4,
4675,서울,모든면적,2020,5,27030.3
4676,서울,60m²,2020,5,27825.6
4677,서울,60m²~85m²,2020,5,27442.8
4678,서울,85m²~102m²,2020,5,36359.4
4679,서울,102m²~,2020,5,31039.8
4680,인천,모든면적,2020,5,14338.5
4681,인천,60m²,2020,5,13896.3
4682,인천,60m²~85m²,2020,5,14546.4
4683,인천,85m²~102m²,2020,5,16110.599999999999
4684,인천,102m²~,2020,5,16526.399999999998
4685,경기,모든면적,2020,5,13942.5
4686,경기,60m²,2020,5,14275.8
4687,경기,60m²~85m²,2020,5,13876.5
4688,경기,85m²~102m²,2020,5,14701.5
4689,경기,102m²~,2020,5,14457.3
4690,부산,모든면적,2020,5,13272.599999999999
4691,부산,60m²,2020,5,13120.8
4692,부산,60m²~85m²,2020,5,13355.099999999999
4693,부산,85m²~102m²,2020,5,14427.599999999999
4694,부산,102m²~,2020,5,13919.4
4695,대구,모든면적,2020,5,15335.099999999999
4696,대구,60m²,2020,5,14602.5
4697,대구,60m²~85m²,2020,5,15325.199999999999
4698,대구,85m²~102m²,2020,5,16074.3
4699,대구,102m²~,2020,5,16038.0
4700,광주,모든면적,2020,5,12648.9
4701,광주,60m²,2020,5,12949.199999999999
4702,광주,60m²~85m²,2020,5,12672.0
4703,광주,85m²~102m²,2020,5,15213.0
4704,광주,102m²~,2020,5,13622.4
4705,대전,모든면적,2020,5,11008.8
4706,대전,60m²,2020,5,11091.3
4707,대전,60m²~85m²,2020,5,11038.5
4708,대전,85m²~102m²,2020,5,
4709,대전,102m²~,2020,5,
4710,울산,모든면적,2020,5,10969.199999999999
4711,울산,60m²,2020,5,11583.0
4712,울산,60m²~85m²,2020,5,10830.599999999999
4713,울산,85m²~102m²,2020,5,
4714,울산,102m²~,2020,5,14949.0
4715,세종,모든면적,2020,5,
4716,세종,60m²,2020,5,
4717,세종,60m²~85m²,2020,5,
4718,세종,85m²~102m²,2020,5,
4719,세종,102m²~,2020,5,
4720,강원,모든면적,2020,5,8784.6
4721,강원,60m²,2020,5,8741.699999999999
4722,강원,60m²~85m²,2020,5,8566.8
4723,강원,85m²~102m²,2020,5,
4724,강원,102m²~,2020,5,13886.4
4725,충북,모든면적,2020,5,7936.5
4726,충북,60m²,2020,5,7986.0
4727,충북,60m²~85m²,2020,5,7893.599999999999
4728,충북,85m²~102m²,2020,5,9038.699999999999
4729,충북,102m²~,2020,5,9299.4
4730,충남,모든면적,2020,5,8735.1
4731,충남,60m²,2020,5,8292.9
4732,충남,60m²~85m²,2020,5,8827.5
4733,충남,85m²~102m²,2020,5,10563.3
4734,충남,102m²~,2020,5,9355.5
4735,전북,모든면적,2020,5,8184.0
4736,전북,60m²,2020,5,8487.6
4737,전북,60m²~85m²,2020,5,8147.7
4738,전북,85m²~102m²,2020,5,9936.3
4739,전북,102m²~,2020,5,9174.0
4740,전남,모든면적,2020,5,8576.699999999999
4741,전남,60m²,2020,5,8873.699999999999
4742,전남,60m²~85m²,2020,5,8560.199999999999
4743,전남,85m²~102m²,2020,5,9916.5
4744,전남,102m²~,2020,5,11985.599999999999
4745,경북,모든면적,2020,5,8807.699999999999
4746,경북,60m²,2020,5,8946.3
4747,경북,60m²~85m²,2020,5,8784.6
4748,경북,85m²~102m²,2020,5,
4749,경북,102m²~,2020,5,9094.8
4750,경남,모든면적,2020,5,9969.3
4751,경남,60m²,2020,5,9230.1
4752,경남,60m²~85m²,2020,5,9985.8
4753,경남,85m²~102m²,2020,5,16298.699999999999
4754,경남,102m²~,2020,5,
4755,제주,모든면적,2020,5,14902.8
4756,제주,60m²,2020,5,14397.9
4757,제주,60m²~85m²,2020,5,14922.599999999999
4758,제주,85m²~102m²,2020,5,
4759,제주,102m²~,2020,5,
4760,서울,모든면적,2020,6,27558.3
4761,서울,60m²,2020,6,28287.6
4762,서울,60m²~85m²,2020,6,28300.8
4763,서울,85m²~102m²,2020,6,41537.1
4764,서울,102m²~,2020,6,31043.1
4765,인천,모든면적,2020,6,14661.9
4766,인천,60m²,2020,6,14242.8
4767,인천,60m²~85m²,2020,6,15100.8
4768,인천,85m²~102m²,2020,6,16219.5
4769,인천,102m²~,2020,6,16539.6
4770,경기,모든면적,2020,6,13586.099999999999
4771,경기,60m²,2020,6,14051.4
4772,경기,60m²~85m²,2020,6,13510.199999999999
4773,경기,85m²~102m²,2020,6,14787.3
4774,경기,102m²~,2020,6,14968.8
4775,부산,모든면적,2020,6,13272.599999999999
4776,부산,60m²,2020,6,13117.5
4777,부산,60m²~85m²,2020,6,13338.599999999999
4778,부산,85m²~102m²,2020,6,13708.199999999999
4779,부산,102m²~,2020,6,13632.3
4780,대구,모든면적,2020,6,15173.4
4781,대구,60m²,2020,6,14562.9
4782,대구,60m²~85m²,2020,6,15156.9
4783,대구,85m²~102m²,2020,6,16074.3
4784,대구,102m²~,2020,6,15929.099999999999
4785,광주,모든면적,2020,6,12599.4
4786,광주,60m²,2020,6,12949.199999999999
4787,광주,60m²~85m²,2020,6,12612.599999999999
4788,광주,85m²~102m²,2020,6,15213.0
4789,광주,102m²~,2020,6,14127.3
4790,대전,모든면적,2020,6,11246.4
4791,대전,60m²,2020,6,11167.199999999999
4792,대전,60m²~85m²,2020,6,11312.4
4793,대전,85m²~102m²,2020,6,
4794,대전,102m²~,2020,6,
4795,울산,모든면적,2020,6,12371.699999999999
4796,울산,60m²,2020,6,12718.199999999999
4797,울산,60m²~85m²,2020,6,12325.5
4798,울산,85m²~102m²,2020,6,
4799,울산,102m²~,2020,6,14949.0
4800,세종,모든면적,2020,6,
4801,세종,60m²,2020,6,
4802,세종,60m²~85m²,2020,6,
4803,세종,85m²~102m²,2020,6,
4804,세종,102m²~,2020,6,
4805,강원,모든면적,2020,6,9084.9
4806,강원,60m²,2020,6,8741.699999999999
4807,강원,60m²~85m²,2020,6,8807.699999999999
4808,강원,85m²~102m²,2020,6,
4809,강원,102m²~,2020,6,13886.4
4810,충북,모든면적,2020,6,7949.7
4811,충북,60m²,2020,6,7986.0
4812,충북,60m²~85m²,2020,6,7916.7
4813,충북,85m²~102m²,2020,6,9038.699999999999
4814,충북,102m²~,2020,6,9299.4
4815,충남,모든면적,2020,6,8847.3
4816,충남,60m²,2020,6,8316.0
4817,충남,60m²~85m²,2020,6,8966.1
4818,충남,85m²~102m²,2020,6,10563.3
4819,충남,102m²~,2020,6,9355.5
4820,전북,모든면적,2020,6,8259.9
4821,전북,60m²,2020,6,8487.6
4822,전북,60m²~85m²,2020,6,8319.3
4823,전북,85m²~102m²,2020,6,8943.0
4824,전북,102m²~,2020,6,8913.3
4825,전남,모든면적,2020,6,8566.8
4826,전남,60m²,2020,6,8873.699999999999
4827,전남,60m²~85m²,2020,6,8553.6
4828,전남,85m²~102m²,2020,6,9916.5
4829,전남,102m²~,2020,6,12292.5
4830,경북,모든면적,2020,6,8807.699999999999
4831,경북,60m²,2020,6,8946.3
4832,경북,60m²~85m²,2020,6,8784.6
4833,경북,85m²~102m²,2020,6,
4834,경북,102m²~,2020,6,9094.8
4835,경남,모든면적,2020,6,10329.0
4836,경남,60m²,2020,6,9398.4
4837,경남,60m²~85m²,2020,6,10302.599999999999
4838,경남,85m²~102m²,2020,6,16298.699999999999
4839,경남,102m²~,2020,6,
4840,제주,모든면적,2020,6,14922.599999999999
4841,제주,60m²,2020,6,14397.9
4842,제주,60m²~85m²,2020,6,14968.8
4843,제주,85m²~102m²,2020,6,
4844,제주,102m²~,2020,6,
4845,서울,모든면적,2020,7,26763.0
4846,서울,60m²,2020,7,27304.199999999997
4847,서울,60m²~85m²,2020,7,26561.699999999997
4848,서울,85m²~102m²,2020,7,32795.4
4849,서울,102m²~,2020,7,28726.5
4850,인천,모든면적,2020,7,14635.5
4851,인천,60m²,2020,7,14219.699999999999
4852,인천,60m²~85m²,2020,7,15024.9
4853,인천,85m²~102m²,2020,7,16176.599999999999
4854,인천,102m²~,2020,7,15229.5
4855,경기,모든면적,2020,7,14322.0
4856,경기,60m²,2020,7,14120.699999999999
4857,경기,60m²~85m²,2020,7,14239.5
4858,경기,85m²~102m²,2020,7,15450.599999999999
4859,경기,102m²~,2020,7,14328.599999999999
4860,부산,모든면적,2020,7,13467.3
4861,부산,60m²,2020,7,13051.5
4862,부산,60m²~85m²,2020,7,13569.599999999999
4863,부산,85m²~102m²,2020,7,13553.099999999999
4864,부산,102m²~,2020,7,13645.5
4865,대구,모든면적,2020,7,15312.0
4866,대구,60m²,2020,7,15044.699999999999
4867,대구,60m²~85m²,2020,7,15312.0
4868,대구,85m²~102m²,2020,7,16156.8
4869,대구,102m²~,2020,7,15886.199999999999
4870,광주,모든면적,2020,7,12688.5
4871,광주,60m²,2020,7,13236.3
4872,광주,60m²~85m²,2020,7,12681.9
4873,광주,85m²~102m²,2020,7,15213.0
4874,광주,102m²~,2020,7,15074.4
4875,대전,모든면적,2020,7,11051.699999999999
4876,대전,60m²,2020,7,10989.0
4877,대전,60m²~85m²,2020,7,11078.099999999999
4878,대전,85m²~102m²,2020,7,
4879,대전,102m²~,2020,7,
4880,울산,모든면적,2020,7,12790.8
4881,울산,60m²,2020,7,12754.5
4882,울산,60m²~85m²,2020,7,12813.9
4883,울산,85m²~102m²,2020,7,
4884,울산,102m²~,2020,7,14949.0
4885,세종,모든면적,2020,7,
4886,세종,60m²,2020,7,
4887,세종,60m²~85m²,2020,7,
4888,세종,85m²~102m²,2020,7,
4889,세종,102m²~,2020,7,
4890,강원,모든면적,2020,7,9457.8
4891,강원,60m²,2020,7,9758.1
4892,강원,60m²~85m²,2020,7,9652.5
4893,강원,85m²~102m²,2020,7,9051.9
4894,강원,102m²~,2020,7,13569.599999999999
4895,충북,모든면적,2020,7,7949.7
4896,충북,60m²,2020,7,7986.0
4897,충북,60m²~85m²,2020,7,7916.7
4898,충북,85m²~102m²,2020,7,9038.699999999999
4899,충북,102m²~,2020,7,9299.4
4900,충남,모든면적,2020,7,8936.4
4901,충남,60m²,2020,7,8141.099999999999
4902,충남,60m²~85m²,2020,7,9045.3
4903,충남,85m²~102m²,2020,7,10437.9
4904,충남,102m²~,2020,7,9348.9
4905,전북,모든면적,2020,7,8190.599999999999
4906,전북,60m²,2020,7,8487.6
4907,전북,60m²~85m²,2020,7,8259.9
4908,전북,85m²~102m²,2020,7,8943.0
4909,전북,102m²~,2020,7,8919.9
4910,전남,모든면적,2020,7,8553.6
4911,전남,60m²,2020,7,9127.8
4912,전남,60m²~85m²,2020,7,8533.8
4913,전남,85m²~102m²,2020,7,9916.5
4914,전남,102m²~,2020,7,11985.599999999999
4915,경북,모든면적,2020,7,9744.9
4916,경북,60m²,2020,7,11200.199999999999
4917,경북,60m²~85m²,2020,7,9708.6
4918,경북,85m²~102m²,2020,7,
4919,경북,102m²~,2020,7,9094.8
4920,경남,모든면적,2020,7,10276.199999999999
4921,경남,60m²,2020,7,9787.8
4922,경남,60m²~85m²,2020,7,10259.699999999999
4923,경남,85m²~102m²,2020,7,16298.699999999999
4924,경남,102m²~,2020,7,9629.4
4925,제주,모든면적,2020,7,15338.4
4926,제주,60m²,2020,7,14397.9
4927,제주,60m²~85m²,2020,7,15378.0
4928,제주,85m²~102m²,2020,7,
4929,제주,102m²~,2020,7,
4930,서울,모든면적,2020,8,26723.399999999998
4931,서울,60m²,2020,8,27251.399999999998
4932,서울,60m²~85m²,2020,8,26545.199999999997
4933,서울,85m²~102m²,2020,8,32795.4
4934,서울,102m²~,2020,8,28726.5
4935,인천,모든면적,2020,8,15318.599999999999
4936,인천,60m²,2020,8,14935.8
4937,인천,60m²~85m²,2020,8,15236.099999999999
4938,인천,85m²~102m²,2020,8,16176.599999999999
4939,인천,102m²~,2020,8,15483.599999999999
4940,경기,모든면적,2020,8,13972.199999999999
4941,경기,60m²,2020,8,13556.4
4942,경기,60m²~85m²,2020,8,14275.8
4943,경기,85m²~102m²,2020,8,15615.599999999999
4944,경기,102m²~,2020,8,14130.599999999999
4945,부산,모든면적,2020,8,13266.0
4946,부산,60m²,2020,8,12813.9
4947,부산,60m²~85m²,2020,8,13378.199999999999
4948,부산,85m²~102m²,2020,8,13002.0
4949,부산,102m²~,2020,8,13266.0
4950,대구,모든면적,2020,8,15292.199999999999
4951,대구,60m²,2020,8,15156.9
4952,대구,60m²~85m²,2020,8,15275.699999999999
4953,대구,85m²~102m²,2020,8,16156.8
4954,대구,102m²~,2020,8,15882.9
4955,광주,모든면적,2020,8,12190.199999999999
4956,광주,60m²,2020,8,12520.199999999999
4957,광주,60m²~85m²,2020,8,12183.599999999999
4958,광주,85m²~102m²,2020,8,15213.0
4959,광주,102m²~,2020,8,15074.4
4960,대전,모든면적,2020,8,10982.4
4961,대전,60m²,2020,8,10989.0
4962,대전,60m²~85m²,2020,8,10989.0
4963,대전,85m²~102m²,2020,8,
4964,대전,102m²~,2020,8,
4965,울산,모든면적,2020,8,13645.5
4966,울산,60m²,2020,8,13843.5
4967,울산,60m²~85m²,2020,8,13599.3
4968,울산,85m²~102m²,2020,8,
4969,울산,102m²~,2020,8,14949.0
4970,세종,모든면적,2020,8,
4971,세종,60m²,2020,8,
4972,세종,60m²~85m²,2020,8,
4973,세종,85m²~102m²,2020,8,
4974,세종,102m²~,2020,8,
4975,강원,모든면적,2020,8,9867.0
4976,강원,60m²,2020,8,10269.599999999999
4977,강원,60m²~85m²,2020,8,9652.5
4978,강원,85m²~102m²,2020,8,9051.9
4979,강원,102m²~,2020,8,13569.599999999999
4980,충북,모든면적,2020,8,7929.9
4981,충북,60m²,2020,8,7913.4
4982,충북,60m²~85m²,2020,8,7916.7
4983,충북,85m²~102m²,2020,8,9038.699999999999
4984,충북,102m²~,2020,8,9299.4
4985,충남,모든면적,2020,8,8946.3
4986,충남,60m²,2020,8,8065.2
4987,충남,60m²~85m²,2020,8,9038.699999999999
4988,충남,85m²~102m²,2020,8,10437.9
4989,충남,102m²~,2020,8,
4990,전북,모든면적,2020,8,8190.599999999999
4991,전북,60m²,2020,8,8487.6
4992,전북,60m²~85m²,2020,8,8259.9
4993,전북,85m²~102m²,2020,8,8943.0
4994,전북,102m²~,2020,8,8919.9
4995,전남,모든면적,2020,8,8873.699999999999
4996,전남,60m²,2020,8,
4997,전남,60m²~85m²,2020,8,8844.0
4998,전남,85m²~102m²,2020,8,9969.3
4999,전남,102m²~,2020,8,11988.9
5000,경북,모든면적,2020,8,10216.8
5001,경북,60m²,2020,8,13450.8
5002,경북,60m²~85m²,2020,8,10173.9
5003,경북,85m²~102m²,2020,8,
5004,경북,102m²~,2020,8,
5005,경남,모든면적,2020,8,10276.199999999999
5006,경남,60m²,2020,8,9787.8
5007,경남,60m²~85m²,2020,8,10259.699999999999
5008,경남,85m²~102m²,2020,8,16298.699999999999
5009,경남,102m²~,2020,8,9629.4
5010,제주,모든면적,2020,8,15338.4
5011,제주,60m²,2020,8,14397.9
5012,제주,60m²~85m²,2020,8,15378.0
5013,제주,85m²~102m²,2020,8,
5014,제주,102m²~,2020,8,
5015,서울,모든면적,2020,9,26776.199999999997
5016,서울,60m²,2020,9,27360.3
5017,서울,60m²~85m²,2020,9,26515.5
5018,서울,85m²~102m²,2020,9,32795.4
5019,서울,102m²~,2020,9,28719.899999999998
5020,인천,모든면적,2020,9,15318.599999999999
5021,인천,60m²,2020,9,14935.8
5022,인천,60m²~85m²,2020,9,15236.099999999999
5023,인천,85m²~102m²,2020,9,16176.599999999999
5024,인천,102m²~,2020,9,15483.599999999999
5025,경기,모든면적,2020,9,14097.599999999999
5026,경기,60m²,2020,9,13609.199999999999
5027,경기,60m²~85m²,2020,9,14407.8
5028,경기,85m²~102m²,2020,9,15615.599999999999
5029,경기,102m²~,2020,9,14496.9
5030,부산,모든면적,2020,9,13266.0
5031,부산,60m²,2020,9,12840.3
5032,부산,60m²~85m²,2020,9,13368.3
5033,부산,85m²~102m²,2020,9,13002.0
5034,부산,102m²~,2020,9,13266.0
5035,대구,모든면적,2020,9,15325.199999999999
5036,대구,60m²,2020,9,15156.9
5037,대구,60m²~85m²,2020,9,15308.699999999999
5038,대구,85m²~102m²,2020,9,16166.699999999999
5039,대구,102m²~,2020,9,15873.0
5040,광주,모든면적,2020,9,12282.599999999999
5041,광주,60m²,2020,9,12870.0
5042,광주,60m²~85m²,2020,9,12285.9
5043,광주,85m²~102m²,2020,9,15213.0
5044,광주,102m²~,2020,9,15229.5
5045,대전,모든면적,2020,9,10827.3
5046,대전,60m²,2020,9,10451.099999999999
5047,대전,60m²~85m²,2020,9,10913.099999999999
5048,대전,85m²~102m²,2020,9,
5049,대전,102m²~,2020,9,
5050,울산,모든면적,2020,9,13734.599999999999
5051,울산,60m²,2020,9,13962.3
5052,울산,60m²~85m²,2020,9,13665.3
5053,울산,85m²~102m²,2020,9,
5054,울산,102m²~,2020,9,14949.0
5055,세종,모든면적,2020,9,
5056,세종,60m²,2020,9,
5057,세종,60m²~85m²,2020,9,
5058,세종,85m²~102m²,2020,9,
5059,세종,102m²~,2020,9,
5060,강원,모든면적,2020,9,10322.4
5061,강원,60m²,2020,9,11071.5
5062,강원,60m²~85m²,2020,9,10586.4
5063,강원,85m²~102m²,2020,9,9051.9
5064,강원,102m²~,2020,9,12988.8
5065,충북,모든면적,2020,9,7900.2
5066,충북,60m²,2020,9,7880.4
5067,충북,60m²~85m²,2020,9,7910.099999999999
5068,충북,85m²~102m²,2020,9,9038.699999999999
5069,충북,102m²~,2020,9,9299.4
5070,충남,모든면적,2020,9,9015.6
5071,충남,60m²,2020,9,8510.699999999999
5072,충남,60m²~85m²,2020,9,9091.5
5073,충남,85m²~102m²,2020,9,10437.9
5074,충남,102m²~,2020,9,
5075,전북,모든면적,2020,9,8309.4
5076,전북,60m²,2020,9,8566.8
5077,전북,60m²~85m²,2020,9,8365.5
5078,전북,85m²~102m²,2020,9,8943.0
5079,전북,102m²~,2020,9,8919.9
5080,전남,모든면적,2020,9,8853.9
5081,전남,60m²,2020,9,
5082,전남,60m²~85m²,2020,9,8817.6
5083,전남,85m²~102m²,2020,9,9969.3
5084,전남,102m²~,2020,9,11988.9
5085,경북,모든면적,2020,9,10216.8
5086,경북,60m²,2020,9,13450.8
5087,경북,60m²~85m²,2020,9,10173.9
5088,경북,85m²~102m²,2020,9,
5089,경북,102m²~,2020,9,
5090,경남,모든면적,2020,9,10276.199999999999
5091,경남,60m²,2020,9,9787.8
5092,경남,60m²~85m²,2020,9,10259.699999999999
5093,경남,85m²~102m²,2020,9,16298.699999999999
5094,경남,102m²~,2020,9,9629.4
5095,제주,모든면적,2020,9,15338.4
5096,제주,60m²,2020,9,14397.9
5097,제주,60m²~85m²,2020,9,15378.0
5098,제주,85m²~102m²,2020,9,
5099,제주,102m²~,2020,9,
5100,서울,모든면적,2020,10,26660.699999999997
5101,서울,60m²,2020,10,27215.1
5102,서울,60m²~85m²,2020,10,26442.899999999998
5103,서울,85m²~102m²,2020,10,32795.4
5104,서울,102m²~,2020,10,28634.1
5105,인천,모든면적,2020,10,15576.0
5106,인천,60m²,2020,10,15160.199999999999
5107,인천,60m²~85m²,2020,10,15407.699999999999
5108,인천,85m²~102m²,2020,10,16216.199999999999
5109,인천,102m²~,2020,10,15899.4
5110,경기,모든면적,2020,10,14341.8
5111,경기,60m²,2020,10,13619.099999999999
5112,경기,60m²~85m²,2020,10,14407.8
5113,경기,85m²~102m²,2020,10,15678.3
5114,경기,102m²~,2020,10,16077.599999999999
5115,부산,모든면적,2020,10,13114.199999999999
5116,부산,60m²,2020,10,13091.099999999999
5117,부산,60m²~85m²,2020,10,13087.8
5118,부산,85m²~102m²,2020,10,12536.699999999999
5119,부산,102m²~,2020,10,12827.099999999999
5120,대구,모든면적,2020,10,15404.4
5121,대구,60m²,2020,10,15206.4
5122,대구,60m²~85m²,2020,10,15381.3
5123,대구,85m²~102m²,2020,10,16166.699999999999
5124,대구,102m²~,2020,10,16067.699999999999
5125,광주,모든면적,2020,10,12282.599999999999
5126,광주,60m²,2020,10,12870.0
5127,광주,60m²~85m²,2020,10,12285.9
5128,광주,85m²~102m²,2020,10,15213.0
5129,광주,102m²~,2020,10,15229.5
5130,대전,모든면적,2020,10,10579.8
5131,대전,60m²,2020,10,10101.3
5132,대전,60m²~85m²,2020,10,10652.4
5133,대전,85m²~102m²,2020,10,
5134,대전,102m²~,2020,10,
5135,울산,모든면적,2020,10,13803.9
5136,울산,60m²,2020,10,13992.0
5137,울산,60m²~85m²,2020,10,13737.9
5138,울산,85m²~102m²,2020,10,
5139,울산,102m²~,2020,10,14949.0
5140,세종,모든면적,2020,10,11299.199999999999
5141,세종,60m²,2020,10,
5142,세종,60m²~85m²,2020,10,
5143,세종,85m²~102m²,2020,10,
5144,세종,102m²~,2020,10,11299.199999999999
