,지역명,전용면적,연도,월,평당분양가격
1482,울산,60m²~85m²,2017,3,10804.199999999999
1483,울산,85m²~102m²,2017,3,
1484,울산,102m²~,2017,3,10484.099999999999
1485,세종,모든면적,2017,3,8926.5
1486,세종,60m²,2017,3,9137.699999999999
1487,세종,60m²~85m²,2017,3,8929.8
1488,세종,85m²~102m²,2017,3,8830.8
1489,세종,102m²~,2017,3,8820.9
1490,강원,모든면적,2017,3,6824.4
1491,강원,60m²,2017,3,6837.599999999999
1492,강원,60m²~85m²,2017,3,6831.0
1493,강원,85m²~102m²,2017,3,7329.299999999999
1494,강원,102m²~,2017,3,7428.299999999999
1495,충북,모든면적,2017,3,6520.799999999999
1496,충북,60m²,2017,3,7111.5
1497,충북,60m²~85m²,2017,3,6543.9
1498,충북,85m²~102m²,2017,3,9421.5
1499,충북,102m²~,2017,3,7781.4
1500,충남,모든면적,2017,3,7382.099999999999
1501,충남,60m²,2017,3,7705.5
1502,충남,60m²~85m²,2017,3,7388.7
1503,충남,85m²~102m²,2017,3,9777.9
1504,충남,102m²~,2017,3,8840.699999999999
1505,전북,모든면적,2017,3,6745.2
1506,전북,60m²,2017,3,7755.0
1507,전북,60m²~85m²,2017,3,6732.0
1508,전북,85m²~102m²,2017,3,7659.299999999999
1509,전북,102m²~,2017,3,7639.5
1510,전남,모든면적,2017,3,6897.0
1511,전남,60m²,2017,3,7098.299999999999
1512,전남,60m²~85m²,2017,3,6910.2
1513,전남,85m²~102m²,2017,3,7850.7
1514,전남,102m²~,2017,3,7613.099999999999
1515,경북,모든면적,2017,3,7560.299999999999
1516,경북,60m²,2017,3,7728.599999999999
1517,경북,60m²~85m²,2017,3,7543.799999999999
1518,경북,85m²~102m²,2017,3,8877.0
1519,경북,102m²~,2017,3,8599.8
1520,경남,모든면적,2017,3,7943.099999999999
1521,경남,60m²,2017,3,8316.0
1522,경남,60m²~85m²,2017,3,7910.099999999999
1523,경남,85m²~102m²,2017,3,9477.6
1524,경남,102m²~,2017,3,8768.1
1525,제주,모든면적,2017,3,10220.099999999999
1526,제주,60m²,2017,3,13325.4
1527,제주,60m²~85m²,2017,3,10025.4
1528,제주,85m²~102m²,2017,3,10418.099999999999
1529,제주,102m²~,2017,3,10170.599999999999
1530,서울,모든면적,2017,4,21007.8
1531,서울,60m²,2017,4,21681.0
1532,서울,60m²~85m²,2017,4,21166.199999999997
1533,서울,85m²~102m²,2017,4,21308.1
1534,서울,102m²~,2017,4,22149.6
1535,인천,모든면적,2017,4,10490.699999999999
1536,인천,60m²,2017,4,10784.4
1537,인천,60m²~85m²,2017,4,10484.099999999999
1538,인천,85m²~102m²,2017,4,10807.5
1539,인천,102m²~,2017,4,13863.3
1540,경기,모든면적,2017,4,11893.199999999999
1541,경기,60m²,2017,4,12579.599999999999
1542,경기,60m²~85m²,2017,4,11721.599999999999
1543,경기,85m²~102m²,2017,4,11906.4
1544,경기,102m²~,2017,4,14100.9
1545,부산,모든면적,2017,4,10853.699999999999
1546,부산,60m²,2017,4,10193.699999999999
1547,부산,60m²~85m²,2017,4,10913.099999999999
1548,부산,85m²~102m²,2017,4,11068.199999999999
1549,부산,102m²~,2017,4,12972.3
1550,대구,모든면적,2017,4,10490.699999999999
1551,대구,60m²,2017,4,12698.4
1552,대구,60m²~85m²,2017,4,10500.599999999999
1553,대구,85m²~102m²,2017,4,10612.8
1554,대구,102m²~,2017,4,15549.599999999999
1555,광주,모든면적,2017,4,9418.199999999999
1556,광주,60m²,2017,4,8078.4
1557,광주,60m²~85m²,2017,4,9411.6
1558,광주,85m²~102m²,2017,4,9504.0
1559,광주,102m²~,2017,4,11081.4
1560,대전,모든면적,2017,4,9038.699999999999
1561,대전,60m²,2017,4,9401.699999999999
1562,대전,60m²~85m²,2017,4,8860.5
1563,대전,85m²~102m²,2017,4,8580.0
1564,대전,102m²~,2017,4,14282.4
1565,울산,모든면적,2017,4,11807.4
1566,울산,60m²,2017,4,9583.199999999999
1567,울산,60m²~85m²,2017,4,11850.3
1568,울산,85m²~102m²,2017,4,
1569,울산,102m²~,2017,4,10352.099999999999
1570,세종,모든면적,2017,4,9005.699999999999
1571,세종,60m²,2017,4,9137.699999999999
1572,세종,60m²~85m²,2017,4,8903.4
1573,세종,85m²~102m²,2017,4,9197.1
1574,세종,102m²~,2017,4,8952.9
1575,강원,모든면적,2017,4,6824.4
1576,강원,60m²,2017,4,6837.599999999999
1577,강원,60m²~85m²,2017,4,6831.0
1578,강원,85m²~102m²,2017,4,7329.299999999999
1579,강원,102m²~,2017,4,7428.299999999999
1580,충북,모든면적,2017,4,6732.0
1581,충북,60m²,2017,4,7111.5
1582,충북,60m²~85m²,2017,4,6748.5
1583,충북,85m²~102m²,2017,4,8457.9
1584,충북,102m²~,2017,4,7698.9
1585,충남,모든면적,2017,4,7329.299999999999
1586,충남,60m²,2017,4,7689.0
1587,충남,60m²~85m²,2017,4,7352.4
1588,충남,85m²~102m²,2017,4,9777.9
1589,충남,102m²~,2017,4,9101.4
1590,전북,모든면적,2017,4,6946.5
1591,전북,60m²,2017,4,7755.0
1592,전북,60m²~85m²,2017,4,6933.299999999999
1593,전북,85m²~102m²,2017,4,7659.299999999999
1594,전북,102m²~,2017,4,7639.5
1595,전남,모든면적,2017,4,6949.799999999999
1596,전남,60m²,2017,4,7098.299999999999
1597,전남,60m²~85m²,2017,4,6963.0
1598,전남,85m²~102m²,2017,4,7850.7
1599,전남,102m²~,2017,4,7613.099999999999
1600,경북,모든면적,2017,4,7649.4
1601,경북,60m²,2017,4,7887.0
1602,경북,60m²~85m²,2017,4,7613.099999999999
1603,경북,85m²~102m²,2017,4,8877.0
1604,경북,102m²~,2017,4,8599.8
1605,경남,모든면적,2017,4,7923.299999999999
1606,경남,60m²,2017,4,8428.199999999999
1607,경남,60m²~85m²,2017,4,7890.299999999999
1608,경남,85m²~102m²,2017,4,9477.6
1609,경남,102m²~,2017,4,8774.699999999999
1610,제주,모든면적,2017,4,10965.9
1611,제주,60m²,2017,4,15279.0
1612,제주,60m²~85m²,2017,4,10546.8
1613,제주,85m²~102m²,2017,4,10794.3
1614,제주,102m²~,2017,4,12639.0
1615,서울,모든면적,2017,5,21120.0
1616,서울,60m²,2017,5,21753.6
1617,서울,60m²~85m²,2017,5,21321.3
1618,서울,85m²~102m²,2017,5,21146.399999999998
1619,서울,102m²~,2017,5,22027.5
1620,인천,모든면적,2017,5,10860.3
1621,인천,60m²,2017,5,10784.4
1622,인천,60m²~85m²,2017,5,10857.0
1623,인천,85m²~102m²,2017,5,11193.599999999999
1624,인천,102m²~,2017,5,14044.8
1625,경기,모든면적,2017,5,11464.199999999999
1626,경기,60m²,2017,5,11972.4
1627,경기,60m²~85m²,2017,5,11424.599999999999
1628,경기,85m²~102m²,2017,5,11850.3
1629,경기,102m²~,2017,5,13348.5
1630,부산,모든면적,2017,5,11711.699999999999
1631,부산,60m²,2017,5,10348.8
1632,부산,60m²~85m²,2017,5,11965.8
1633,부산,85m²~102m²,2017,5,9942.9
1634,부산,102m²~,2017,5,12962.4
1635,대구,모든면적,2017,5,10490.699999999999
1636,대구,60m²,2017,5,12698.4
1637,대구,60m²~85m²,2017,5,10500.599999999999
1638,대구,85m²~102m²,2017,5,10612.8
1639,대구,102m²~,2017,5,15549.599999999999
1640,광주,모든면적,2017,5,9537.0
1641,광주,60m²,2017,5,
1642,광주,60m²~85m²,2017,5,9494.1
1643,광주,85m²~102m²,2017,5,9504.0
1644,광주,102m²~,2017,5,11081.4
1645,대전,모든면적,2017,5,9038.699999999999
1646,대전,60m²,2017,5,9401.699999999999
1647,대전,60m²~85m²,2017,5,8860.5
1648,대전,85m²~102m²,2017,5,8580.0
1649,대전,102m²~,2017,5,14282.4
1650,울산,모든면적,2017,5,11807.4
1651,울산,60m²,2017,5,9583.199999999999
1652,울산,60m²~85m²,2017,5,11850.3
1653,울산,85m²~102m²,2017,5,
1654,울산,102m²~,2017,5,10352.099999999999
1655,세종,모든면적,2017,5,9005.699999999999
1656,세종,60m²,2017,5,9137.699999999999
1657,세종,60m²~85m²,2017,5,8903.4
1658,세종,85m²~102m²,2017,5,9197.1
1659,세종,102m²~,2017,5,8952.9
1660,강원,모든면적,2017,5,6877.2
1661,강원,60m²,2017,5,6916.799999999999
1662,강원,60m²~85m²,2017,5,6877.2
1663,강원,85m²~102m²,2017,5,7329.299999999999
1664,강원,102m²~,2017,5,7530.599999999999
1665,충북,모든면적,2017,5,6765.0
1666,충북,60m²,2017,5,7134.599999999999
1667,충북,60m²~85m²,2017,5,6758.4
1668,충북,85m²~102m²,2017,5,8457.9
1669,충북,102m²~,2017,5,8461.199999999999
1670,충남,모든면적,2017,5,7332.599999999999
1671,충남,60m²,2017,5,7679.099999999999
1672,충남,60m²~85m²,2017,5,7355.7
1673,충남,85m²~102m²,2017,5,9777.9
1674,충남,102m²~,2017,5,9101.4
1675,전북,모든면적,2017,5,7029.0
1676,전북,60m²,2017,5,7662.599999999999
1677,전북,60m²~85m²,2017,5,7019.099999999999
1678,전북,85m²~102m²,2017,5,7659.299999999999
1679,전북,102m²~,2017,5,7830.9
1680,전남,모든면적,2017,5,7144.5
1681,전남,60m²,2017,5,7098.299999999999
1682,전남,60m²~85m²,2017,5,7157.7
1683,전남,85m²~102m²,2017,5,7850.7
1684,전남,102m²~,2017,5,7613.099999999999
1685,경북,모든면적,2017,5,7797.9
1686,경북,60m²,2017,5,7887.0
1687,경북,60m²~85m²,2017,5,7781.4
1688,경북,85m²~102m²,2017,5,8877.0
1689,경북,102m²~,2017,5,8801.1
1690,경남,모든면적,2017,5,7979.4
1691,경남,60m²,2017,5,8362.199999999999
1692,경남,60m²~85m²,2017,5,7943.099999999999
1693,경남,85m²~102m²,2017,5,9480.9
1694,경남,102m²~,2017,5,8781.3
1695,제주,모든면적,2017,5,11414.699999999999
1696,제주,60m²,2017,5,15279.0
1697,제주,60m²~85m²,2017,5,10893.3
1698,제주,85m²~102m²,2017,5,13721.4
1699,제주,102m²~,2017,5,15840.0
1700,서울,모든면적,2017,6,22001.1
1701,서울,60m²,2017,6,21318.0
1702,서울,60m²~85m²,2017,6,21235.5
1703,서울,85m²~102m²,2017,6,23515.8
1704,서울,102m²~,2017,6,22931.699999999997
1705,인천,모든면적,2017,6,10975.8
1706,인천,60m²,2017,6,10784.4
1707,인천,60m²~85m²,2017,6,10979.099999999999
1708,인천,85m²~102m²,2017,6,11348.699999999999
1709,인천,102m²~,2017,6,13381.5
1710,경기,모든면적,2017,6,11513.699999999999
1711,경기,60m²,2017,6,12114.3
1712,경기,60m²~85m²,2017,6,11586.3
1713,경기,85m²~102m²,2017,6,12064.8
1714,경기,102m²~,2017,6,13371.599999999999
1715,부산,모든면적,2017,6,11932.8
1716,부산,60m²,2017,6,10655.699999999999
1717,부산,60m²~85m²,2017,6,12203.4
1718,부산,85m²~102m²,2017,6,9942.9
1719,부산,102m²~,2017,6,12599.4
1720,대구,모든면적,2017,6,10711.8
1721,대구,60m²,2017,6,11731.5
1722,대구,60m²~85m²,2017,6,10725.0
1723,대구,85m²~102m²,2017,6,9962.699999999999
1724,대구,102m²~,2017,6,15549.599999999999
1725,광주,모든면적,2017,6,9609.6
1726,광주,60m²,2017,6,
1727,광주,60m²~85m²,2017,6,9566.699999999999
1728,광주,85m²~102m²,2017,6,9504.0
1729,광주,102m²~,2017,6,11081.4
1730,대전,모든면적,2017,6,9038.699999999999
1731,대전,60m²,2017,6,9401.699999999999
1732,대전,60m²~85m²,2017,6,8860.5
1733,대전,85m²~102m²,2017,6,8580.0
1734,대전,102m²~,2017,6,14282.4
1735,울산,모든면적,2017,6,11820.599999999999
1736,울산,60m²,2017,6,9583.199999999999
1737,울산,60m²~85m²,2017,6,11860.199999999999
1738,울산,85m²~102m²,2017,6,
1739,울산,102m²~,2017,6,10352.099999999999
1740,세종,모든면적,2017,6,9018.9
1741,세종,60m²,2017,6,9170.699999999999
1742,세종,60m²~85m²,2017,6,8919.9
1743,세종,85m²~102m²,2017,6,9197.1
1744,세종,102m²~,2017,6,8952.9
1745,강원,모든면적,2017,6,7032.299999999999
1746,강원,60m²,2017,6,7091.7
1747,강원,60m²~85m²,2017,6,7012.5
1748,강원,85m²~102m²,2017,6,7329.299999999999
1749,강원,102m²~,2017,6,7920.0
1750,충북,모든면적,2017,6,6741.9
1751,충북,60m²,2017,6,7134.599999999999
1752,충북,60m²~85m²,2017,6,6735.299999999999
1753,충북,85m²~102m²,2017,6,8457.9
1754,충북,102m²~,2017,6,8250.0
1755,충남,모든면적,2017,6,7504.2
1756,충남,60m²,2017,6,7771.5
1757,충남,60m²~85m²,2017,6,7474.5
1758,충남,85m²~102m²,2017,6,9777.9
1759,충남,102m²~,2017,6,8448.0
1760,전북,모든면적,2017,6,7263.299999999999
1761,전북,60m²,2017,6,7662.599999999999
1762,전북,60m²~85m²,2017,6,7250.099999999999
1763,전북,85m²~102m²,2017,6,7659.299999999999
1764,전북,102m²~,2017,6,7830.9
1765,전남,모든면적,2017,6,7085.099999999999
1766,전남,60m²,2017,6,7098.299999999999
1767,전남,60m²~85m²,2017,6,7101.599999999999
1768,전남,85m²~102m²,2017,6,7560.299999999999
1769,전남,102m²~,2017,6,7250.099999999999
1770,경북,모든면적,2017,6,7863.9
1771,경북,60m²,2017,6,7887.0
1772,경북,60m²~85m²,2017,6,7840.799999999999
1773,경북,85m²~102m²,2017,6,8877.0
1774,경북,102m²~,2017,6,8824.199999999999
1775,경남,모든면적,2017,6,8065.2
1776,경남,60m²,2017,6,8233.5
1777,경남,60m²~85m²,2017,6,8022.299999999999
1778,경남,85m²~102m²,2017,6,10038.6
1779,경남,102m²~,2017,6,9276.3
1780,제주,모든면적,2017,6,10804.199999999999
1781,제주,60m²,2017,6,15279.0
1782,제주,60m²~85m²,2017,6,10721.699999999999
1783,제주,85m²~102m²,2017,6,15869.699999999999
1784,제주,102m²~,2017,6,15840.0
1785,서울,모든면적,2017,7,21690.899999999998
1786,서울,60m²,2017,7,21483.0
1787,서울,60m²~85m²,2017,7,20928.6
1788,서울,85m²~102m²,2017,7,23515.8
1789,서울,102m²~,2017,7,22222.199999999997
1790,인천,모든면적,2017,7,10962.599999999999
1791,인천,60m²,2017,7,10797.599999999999
1792,인천,60m²~85m²,2017,7,10965.9
1793,인천,85m²~102m²,2017,7,11309.099999999999
1794,인천,102m²~,2017,7,14909.4
1795,경기,모든면적,2017,7,11975.699999999999
1796,경기,60m²,2017,7,12233.099999999999
1797,경기,60m²~85m²,2017,7,11959.199999999999
1798,경기,85m²~102m²,2017,7,11896.5
1799,경기,102m²~,2017,7,13414.5
1800,부산,모든면적,2017,7,11926.199999999999
1801,부산,60m²,2017,7,10814.099999999999
1802,부산,60m²~85m²,2017,7,12269.4
1803,부산,85m²~102m²,2017,7,11523.599999999999
1804,부산,102m²~,2017,7,11147.4
1805,대구,모든면적,2017,7,12771.0
1806,대구,60m²,2017,7,11731.5
1807,대구,60m²~85m²,2017,7,12827.099999999999
1808,대구,85m²~102m²,2017,7,
1809,대구,102m²~,2017,7,15549.599999999999
1810,광주,모든면적,2017,7,9550.199999999999
1811,광주,60m²,2017,7,
1812,광주,60m²~85m²,2017,7,9507.3
1813,광주,85m²~102m²,2017,7,9504.0
1814,광주,102m²~,2017,7,11081.4
1815,대전,모든면적,2017,7,9035.4
1816,대전,60m²,2017,7,9401.699999999999
1817,대전,60m²~85m²,2017,7,8906.699999999999
1818,대전,85m²~102m²,2017,7,9352.199999999999
1819,대전,102m²~,2017,7,14282.4
1820,울산,모든면적,2017,7,11820.599999999999
1821,울산,60m²,2017,7,9583.199999999999
1822,울산,60m²~85m²,2017,7,11860.199999999999
1823,울산,85m²~102m²,2017,7,
1824,울산,102m²~,2017,7,10352.099999999999
1825,세종,모든면적,2017,7,9018.9
1826,세종,60m²,2017,7,9170.699999999999
1827,세종,60m²~85m²,2017,7,8919.9
1828,세종,85m²~102m²,2017,7,9197.1
1829,세종,102m²~,2017,7,8952.9
1830,강원,모든면적,2017,7,7081.799999999999
1831,강원,60m²,2017,7,7151.099999999999
1832,강원,60m²~85m²,2017,7,7065.299999999999
1833,강원,85m²~102m²,2017,7,7329.299999999999
1834,강원,102m²~,2017,7,7923.299999999999
1835,충북,모든면적,2017,7,6741.9
1836,충북,60m²,2017,7,7134.599999999999
1837,충북,60m²~85m²,2017,7,6735.299999999999
1838,충북,85m²~102m²,2017,7,8457.9
1839,충북,102m²~,2017,7,8250.0
1840,충남,모든면적,2017,7,7507.5
1841,충남,60m²,2017,7,7771.5
1842,충남,60m²~85m²,2017,7,7481.099999999999
1843,충남,85m²~102m²,2017,7,9777.9
1844,충남,102m²~,2017,7,8448.0
1845,전북,모든면적,2017,7,7243.5
1846,전북,60m²,2017,7,7834.2
1847,전북,60m²~85m²,2017,7,7240.2
1848,전북,85m²~102m²,2017,7,8104.799999999999
1849,전북,102m²~,2017,7,7527.299999999999
1850,전남,모든면적,2017,7,7085.099999999999
1851,전남,60m²,2017,7,7098.299999999999
1852,전남,60m²~85m²,2017,7,7104.9
1853,전남,85m²~102m²,2017,7,7560.299999999999
1854,전남,102m²~,2017,7,7250.099999999999
1855,경북,모든면적,2017,7,7860.599999999999
1856,경북,60m²,2017,7,7887.0
1857,경북,60m²~85m²,2017,7,7840.799999999999
1858,경북,85m²~102m²,2017,7,8877.0
1859,경북,102m²~,2017,7,8824.199999999999
1860,경남,모든면적,2017,7,8134.5
1861,경남,60m²,2017,7,8454.6
1862,경남,60m²~85m²,2017,7,8085.0
1863,경남,85m²~102m²,2017,7,10038.6
1864,경남,102m²~,2017,7,9325.8
1865,제주,모든면적,2017,7,11005.5
1866,제주,60m²,2017,7,17001.6
1867,제주,60m²~85m²,2017,7,10791.0
1868,제주,85m²~102m²,2017,7,15869.699999999999
1869,제주,102m²~,2017,7,15840.0
1870,서울,모든면적,2017,8,20367.6
1871,서울,60m²,2017,8,21024.3
1872,서울,60m²~85m²,2017,8,19628.399999999998
1873,서울,85m²~102m²,2017,8,23321.1
1874,서울,102m²~,2017,8,20638.199999999997
1875,인천,모든면적,2017,8,10800.9
1876,인천,60m²,2017,8,10589.699999999999
1877,인천,60m²~85m²,2017,8,10810.8
1878,인천,85m²~102m²,2017,8,11309.099999999999
1879,인천,102m²~,2017,8,16453.8
1880,경기,모든면적,2017,8,12015.3
1881,경기,60m²,2017,8,12731.4
1882,경기,60m²~85m²,2017,8,11955.9
1883,경기,85m²~102m²,2017,8,12190.199999999999
1884,경기,102m²~,2017,8,13322.099999999999
1885,부산,모든면적,2017,8,11843.699999999999
1886,부산,60m²,2017,8,11408.099999999999
1887,부산,60m²~85m²,2017,8,12008.699999999999
1888,부산,85m²~102m²,2017,8,11401.5
1889,부산,102m²~,2017,8,12018.599999999999
1890,대구,모든면적,2017,8,13180.199999999999
1891,대구,60m²,2017,8,10764.599999999999
1892,대구,60m²~85m²,2017,8,13176.9
1893,대구,85m²~102m²,2017,8,
1894,대구,102m²~,2017,8,15549.599999999999
1895,광주,모든면적,2017,8,9579.9
1896,광주,60m²,2017,8,
1897,광주,60m²~85m²,2017,8,9537.0
1898,광주,85m²~102m²,2017,8,9504.0
1899,광주,102m²~,2017,8,11081.4
1900,대전,모든면적,2017,8,9035.4
1901,대전,60m²,2017,8,9401.699999999999
1902,대전,60m²~85m²,2017,8,8906.699999999999
1903,대전,85m²~102m²,2017,8,9352.199999999999
1904,대전,102m²~,2017,8,14282.4
1905,울산,모든면적,2017,8,11820.599999999999
1906,울산,60m²,2017,8,9583.199999999999
1907,울산,60m²~85m²,2017,8,11860.199999999999
1908,울산,85m²~102m²,2017,8,
1909,울산,102m²~,2017,8,10352.099999999999
1910,세종,모든면적,2017,8,9022.199999999999
1911,세종,60m²,2017,8,9170.699999999999
1912,세종,60m²~85m²,2017,8,8919.9
1913,세종,85m²~102m²,2017,8,9197.1
1914,세종,102m²~,2017,8,8972.699999999999
1915,강원,모든면적,2017,8,7484.4
1916,강원,60m²,2017,8,7398.599999999999
1917,강원,60m²~85m²,2017,8,7487.7
1918,강원,85m²~102m²,2017,8,7329.299999999999
1919,강원,102m²~,2017,8,7923.299999999999
1920,충북,모든면적,2017,8,6765.0
1921,충북,60m²,2017,8,7134.599999999999
1922,충북,60m²~85m²,2017,8,6758.4
1923,충북,85m²~102m²,2017,8,8457.9
1924,충북,102m²~,2017,8,8250.0
1925,충남,모든면적,2017,8,7448.099999999999
1926,충남,60m²,2017,8,7682.4
1927,충남,60m²~85m²,2017,8,7487.7
1928,충남,85m²~102m²,2017,8,9777.9
1929,충남,102m²~,2017,8,8655.9
1930,전북,모든면적,2017,8,7289.7
1931,전북,60m²,2017,8,7761.599999999999
1932,전북,60m²~85m²,2017,8,7296.299999999999
1933,전북,85m²~102m²,2017,8,8104.799999999999
1934,전북,102m²~,2017,8,7527.299999999999
1935,전남,모든면적,2017,8,7306.2
1936,전남,60m²,2017,8,7098.299999999999
1937,전남,60m²~85m²,2017,8,7329.299999999999
1938,전남,85m²~102m²,2017,8,7560.299999999999
1939,전남,102m²~,2017,8,7250.099999999999
1940,경북,모든면적,2017,8,8055.299999999999
1941,경북,60m²,2017,8,8269.8
1942,경북,60m²~85m²,2017,8,8005.799999999999
1943,경북,85m²~102m²,2017,8,9461.1
1944,경북,102m²~,2017,8,8659.199999999999
1945,경남,모든면적,2017,8,8299.5
1946,경남,60m²,2017,8,8655.9
1947,경남,60m²~85m²,2017,8,8246.699999999999
1948,경남,85m²~102m²,2017,8,10038.6
1949,경남,102m²~,2017,8,9464.4
1950,제주,모든면적,2017,8,11005.5
1951,제주,60m²,2017,8,17001.6
1952,제주,60m²~85m²,2017,8,10791.0
1953,제주,85m²~102m²,2017,8,15869.699999999999
1954,제주,102m²~,2017,8,15840.0
1955,서울,모든면적,2017,9,21473.1
1956,서울,60m²,2017,9,22331.1
1957,서울,60m²~85m²,2017,9,19595.399999999998
1958,서울,85m²~102m²,2017,9,26027.1
1959,서울,102m²~,2017,9,22073.699999999997
1960,인천,모든면적,2017,9,10896.599999999999
1961,인천,60m²,2017,9,10989.0
1962,인천,60m²~85m²,2017,9,10913.099999999999
1963,인천,85m²~102m²,2017,9,11477.4
1964,인천,102m²~,2017,9,16453.8
1965,경기,모든면적,2017,9,11972.4
1966,경기,60m²,2017,9,12876.599999999999
1967,경기,60m²~85m²,2017,9,11883.3
1968,경기,85m²~102m²,2017,9,12196.8
1969,경기,102m²~,2017,9,13348.5
1970,부산,모든면적,2017,9,11860.199999999999
1971,부산,60m²,2017,9,11441.099999999999
1972,부산,60m²~85m²,2017,9,11741.4
1973,부산,85m²~102m²,2017,9,11358.599999999999
1974,부산,102m²~,2017,9,11998.8
1975,대구,모든면적,2017,9,12668.699999999999
1976,대구,60m²,2017,9,11398.199999999999
1977,대구,60m²~85m²,2017,9,12619.199999999999
1978,대구,85m²~102m²,2017,9,
1979,대구,102m²~,2017,9,13440.9
1980,광주,모든면적,2017,9,9718.5
1981,광주,60m²,2017,9,
1982,광주,60m²~85m²,2017,9,9685.5
1983,광주,85m²~102m²,2017,9,9504.0
1984,광주,102m²~,2017,9,10022.1
1985,대전,모든면적,2017,9,9550.199999999999
1986,대전,60m²,2017,9,9962.699999999999
1987,대전,60m²~85m²,2017,9,9428.1
1988,대전,85m²~102m²,2017,9,9352.199999999999
1989,대전,102m²~,2017,9,14282.4
1990,울산,모든면적,2017,9,11820.599999999999
1991,울산,60m²,2017,9,9583.199999999999
1992,울산,60m²~85m²,2017,9,11860.199999999999
1993,울산,85m²~102m²,2017,9,
1994,울산,102m²~,2017,9,10352.099999999999
1995,세종,모든면적,2017,9,9101.4
1996,세종,60m²,2017,9,9249.9
1997,세종,60m²~85m²,2017,9,8857.199999999999
1998,세종,85m²~102m²,2017,9,9226.8
1999,세종,102m²~,2017,9,9236.699999999999
2000,강원,모든면적,2017,9,7375.5
2001,강원,60m²,2017,9,7382.099999999999
2002,강원,60m²~85m²,2017,9,7342.5
2003,강원,85m²~102m²,2017,9,7329.299999999999
2004,강원,102m²~,2017,9,7652.7
2005,충북,모든면적,2017,9,6778.2
2006,충북,60m²,2017,9,7134.599999999999
2007,충북,60m²~85m²,2017,9,6774.9
2008,충북,85m²~102m²,2017,9,8457.9
2009,충북,102m²~,2017,9,8250.0
2010,충남,모든면적,2017,9,7448.099999999999
2011,충남,60m²,2017,9,7682.4
2012,충남,60m²~85m²,2017,9,7487.7
2013,충남,85m²~102m²,2017,9,9777.9
2014,충남,102m²~,2017,9,8655.9
2015,전북,모든면적,2017,9,7322.7
2016,전북,60m²,2017,9,7570.2
2017,전북,60m²~85m²,2017,9,7322.7
2018,전북,85m²~102m²,2017,9,
2019,전북,102m²~,2017,9,7055.4
2020,전남,모든면적,2017,9,7306.2
2021,전남,60m²,2017,9,7098.299999999999
2022,전남,60m²~85m²,2017,9,7329.299999999999
2023,전남,85m²~102m²,2017,9,7560.299999999999
2024,전남,102m²~,2017,9,7250.099999999999
2025,경북,모든면적,2017,9,8015.7
2026,경북,60m²,2017,9,8210.4
2027,경북,60m²~85m²,2017,9,7962.9
2028,경북,85m²~102m²,2017,9,9461.1
2029,경북,102m²~,2017,9,9797.699999999999
2030,경남,모든면적,2017,9,8283.0
2031,경남,60m²,2017,9,8655.9
2032,경남,60m²~85m²,2017,9,8230.199999999999
2033,경남,85m²~102m²,2017,9,13143.9
2034,경남,102m²~,2017,9,10388.4
2035,제주,모든면적,2017,9,10632.599999999999
2036,제주,60m²,2017,9,17754.0
2037,제주,60m²~85m²,2017,9,10395.0
2038,제주,85m²~102m²,2017,9,
2039,제주,102m²~,2017,9,
2040,서울,모든면적,2017,10,21707.399999999998
2041,서울,60m²,2017,10,22489.5
2042,서울,60m²~85m²,2017,10,19582.2
2043,서울,85m²~102m²,2017,10,24004.199999999997
2044,서울,102m²~,2017,10,21644.699999999997
2045,인천,모든면적,2017,10,10890.0
2046,인천,60m²,2017,10,10989.0
2047,인천,60m²~85m²,2017,10,10909.8
2048,인천,85m²~102m²,2017,10,11368.5
2049,인천,102m²~,2017,10,15955.5
2050,경기,모든면적,2017,10,11962.5
2051,경기,60m²,2017,10,12635.699999999999
2052,경기,60m²~85m²,2017,10,11794.199999999999
2053,경기,85m²~102m²,2017,10,12437.699999999999
2054,경기,102m²~,2017,10,13229.699999999999
2055,부산,모든면적,2017,10,12285.9
2056,부산,60m²,2017,10,11837.099999999999
2057,부산,60m²~85m²,2017,10,12325.5
2058,부산,85m²~102m²,2017,10,11398.199999999999
2059,부산,102m²~,2017,10,11711.699999999999
2060,대구,모든면적,2017,10,12668.699999999999
2061,대구,60m²,2017,10,11398.199999999999
2062,대구,60m²~85m²,2017,10,12619.199999999999
2063,대구,85m²~102m²,2017,10,
2064,대구,102m²~,2017,10,13440.9
2065,광주,모든면적,2017,10,9609.6
2066,광주,60m²,2017,10,9160.8
2067,광주,60m²~85m²,2017,10,9589.8
2068,광주,85m²~102m²,2017,10,9504.0
2069,광주,102m²~,2017,10,9952.8
2070,대전,모든면적,2017,10,9005.699999999999
2071,대전,60m²,2017,10,9005.699999999999
2072,대전,60m²~85m²,2017,10,8959.5
2073,대전,85m²~102m²,2017,10,10121.1
2074,대전,102m²~,2017,10,
2075,울산,모든면적,2017,10,11170.5
2076,울산,60m²,2017,10,9583.199999999999
2077,울산,60m²~85m²,2017,10,11180.4
2078,울산,85m²~102m²,2017,10,
2079,울산,102m²~,2017,10,9111.3
2080,세종,모든면적,2017,10,9104.699999999999
2081,세종,60m²,2017,10,9108.0
2082,세종,60m²~85m²,2017,10,8985.9
2083,세종,85m²~102m²,2017,10,9207.0
2084,세종,102m²~,2017,10,9197.1
2085,강원,모든면적,2017,10,7520.7
2086,강원,60m²,2017,10,7342.5
